Date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
19910923   ,0.47   ,0.32   ,0.14   ,0.14   ,0.30   ,0.38
19910924  ,-0.21  ,-0.22  ,-0.16   ,0.26   ,0.24   ,0.36
19910925   ,0.10   ,0.07  ,-0.09   ,0.31   ,0.15   ,0.30
19910926  ,-0.08   ,0.15   ,0.19   ,0.08   ,0.20   ,0.24
19910927   ,0.30   ,0.47   ,0.18  ,-0.02   ,0.19   ,0.06
19910930   ,0.56   ,0.55   ,0.57   ,0.73   ,0.66   ,0.43
19911001   ,0.52   ,0.23   ,0.04   ,0.66   ,0.56   ,0.33
19911002   ,0.22   ,0.47   ,0.15   ,0.33   ,0.16   ,0.38
19911003   ,0.22   ,0.15  ,-0.06   ,0.64   ,0.44   ,0.53
19911004  ,-0.34  ,-0.31  ,-0.24  ,-0.19  ,-0.36  ,-0.28
19911007  ,-0.25  ,-0.31  ,-0.51  ,-0.33  ,-0.37  ,-0.53
19911008  ,-0.79  ,-0.72  ,-0.56  ,-0.77  ,-0.72  ,-0.76
19911009  ,-0.17  ,-0.23  ,-0.24  ,-0.28  ,-0.31  ,-0.43
19911010  ,-0.13  ,-0.20  ,-0.31   ,0.04   ,0.15  ,-0.01
19911011   ,0.22   ,0.10   ,0.28   ,0.20   ,0.09   ,0.13
19911014  ,-0.01  ,-0.01   ,0.03   ,0.23   ,0.27  ,-0.05
19911015   ,0.00  ,-0.06   ,0.15   ,0.46   ,0.38   ,0.20
19911016   ,0.69   ,0.57   ,0.58   ,0.33   ,0.40   ,0.54
19911017   ,0.15   ,0.30   ,0.30   ,0.36   ,0.29   ,0.09
19911018   ,0.71   ,0.49   ,0.45   ,0.70   ,0.68   ,0.93
19911021  ,-0.01  ,-0.03  ,-0.14  ,-0.51  ,-0.53  ,-0.50
19911022   ,0.05  ,-0.12  ,-0.25  ,-0.57  ,-0.47  ,-0.48
19911023  ,-0.30  ,-0.31  ,-0.31  ,-0.28  ,-0.43  ,-0.49
19911024  ,-0.07  ,-0.02   ,0.06  ,-0.05  ,-0.03   ,0.13
19911025  ,-0.44  ,-0.27  ,-0.21  ,-0.33  ,-0.44  ,-0.38
19911028  ,-0.14  ,-0.30  ,-0.24   ,0.39   ,0.03  ,-0.04
19911029   ,1.23   ,1.21   ,0.97   ,1.13   ,1.13   ,1.37
19911030   ,0.59   ,0.44   ,0.68   ,0.30   ,0.24   ,0.26
19911031   ,0.58   ,0.51   ,0.56   ,0.40   ,0.17   ,0.52
19911101   ,0.43   ,0.33   ,0.15   ,0.04   ,0.03  ,-0.13
19911104   ,0.38   ,0.47   ,0.41   ,0.36   ,0.44   ,0.61
19911105  ,-0.25  ,-0.25  ,-0.24  ,-0.31  ,-0.42  ,-0.43
19911106  ,-0.10  ,-0.25   ,0.05  ,-0.24  ,-0.21  ,-0.16
19911107   ,0.45   ,0.40   ,0.33   ,0.33   ,0.23   ,0.09
19911108  ,-0.08  ,-0.20  ,-0.12  ,-0.11  ,-0.24   ,0.01
19911111   ,0.20   ,0.05   ,0.09   ,0.13  ,-0.06  ,-0.26
19911112   ,0.44   ,0.25   ,0.34   ,0.92   ,0.59   ,0.55
19911113  ,-0.05  ,-0.19  ,-0.23  ,-0.37  ,-0.32  ,-0.37
19911114   ,0.03  ,-0.05  ,-0.03   ,0.05  ,-0.26  ,-0.21
19911115  ,-1.63  ,-1.07  ,-0.99  ,-1.90  ,-1.35  ,-1.32
19911118  ,-0.41  ,-0.55  ,-0.78  ,-0.23  ,-0.53  ,-0.80
19911119  ,-0.65  ,-0.51  ,-0.48  ,-0.91  ,-0.68  ,-0.71
19911120  ,-0.13  ,-0.22  ,-0.31  ,-0.29  ,-0.22  ,-0.47
19911121   ,0.17   ,0.13  ,-0.06   ,0.34   ,0.04   ,0.11
19911122  ,-0.10  ,-0.11  ,-0.33  ,-0.18  ,-0.34  ,-0.45
19911125  ,-0.39  ,-0.34  ,-0.46  ,-0.05   ,0.09  ,-0.02
19911126  ,-0.41  ,-0.44  ,-0.29   ,0.22   ,0.28   ,0.30
19911127  ,-0.95  ,-0.97  ,-0.80  ,-0.98  ,-1.12  ,-1.49
19911128  ,-0.25  ,-0.33  ,-0.30  ,-0.42  ,-0.32  ,-0.41
19911129  ,-0.28  ,-0.38  ,-0.27  ,-0.34  ,-0.49  ,-0.45
19911202  ,-0.13  ,-0.35  ,-0.41   ,0.08  ,-0.48  ,-0.59
19911203   ,0.44  ,-0.05  ,-0.05   ,0.63   ,0.30   ,0.83
19911204   ,0.50   ,0.27   ,0.07   ,0.71   ,0.21   ,0.26
19911205   ,0.27   ,0.21   ,0.04  ,-0.28  ,-0.14  ,-0.16
19911206   ,0.46   ,0.39   ,0.23   ,0.37   ,0.22   ,0.08
19911209  ,-0.17  ,-0.32  ,-0.26  ,-0.01  ,-0.34  ,-0.42
19911210  ,-0.56  ,-0.67  ,-0.66  ,-0.50  ,-0.67  ,-1.08
19911211  ,-0.60  ,-0.55  ,-0.48  ,-0.73  ,-0.50  ,-0.77
19911212   ,0.41   ,0.38   ,0.35   ,0.86   ,0.77   ,1.17
19911213   ,0.88   ,0.77   ,0.83   ,1.37   ,1.52   ,1.59
19911216   ,0.67   ,0.55   ,0.51   ,0.44   ,0.02   ,0.08
19911217  ,-0.10  ,-0.18  ,-0.16  ,-0.17  ,-0.42  ,-0.54
19911218  ,-0.26  ,-0.21  ,-0.35  ,-0.24  ,-0.21  ,-0.41
19911219  ,-0.53  ,-0.29  ,-0.44  ,-0.84  ,-0.82  ,-0.99
19911220   ,0.27   ,0.31   ,0.31   ,0.21   ,0.34   ,0.23
19911223   ,0.96   ,0.80   ,1.00   ,1.50   ,1.34   ,1.32
19911224  ,-0.08   ,0.01   ,0.29   ,0.00   ,0.06   ,0.32
19911225   ,0.36   ,0.23   ,0.17   ,0.97   ,0.94   ,1.15
19911226   ,0.88   ,0.74   ,0.86   ,1.19   ,0.79   ,0.82
19911227   ,0.56   ,0.41   ,0.47   ,0.48   ,0.30   ,0.39
19911230   ,1.02   ,0.85   ,1.06   ,2.03   ,1.63   ,1.43
19911231   ,0.69   ,0.84   ,0.81   ,0.69   ,0.91   ,0.66
19920101   ,0.00   ,0.00   ,0.00   ,0.00   ,0.00   ,0.00
19920102  ,-0.04  ,-0.02   ,0.03   ,0.10   ,0.10   ,0.05
19920103   ,0.17   ,0.11   ,0.17   ,0.00   ,0.00   ,0.19
19920106   ,1.40   ,1.46   ,1.22   ,1.41   ,1.44   ,2.00
19920107   ,0.14   ,0.12   ,0.25  ,-0.55  ,-0.49  ,-0.39
19920108   ,0.21   ,0.03  ,-0.01  ,-0.84  ,-1.42  ,-1.26
19920109  ,-0.17  ,-0.63  ,-0.37  ,-0.25  ,-0.35  ,-0.20
19920110  ,-1.33  ,-1.03  ,-0.79  ,-1.90  ,-1.85  ,-1.79
19920113   ,0.12   ,0.10   ,0.15  ,-0.60  ,-0.60  ,-0.70
19920114   ,0.25   ,0.12   ,0.36   ,0.52   ,0.65   ,0.61
19920115  ,-0.38  ,-0.35   ,0.13  ,-0.92  ,-0.39   ,0.00
19920116  ,-0.08   ,0.20   ,0.58  ,-0.93   ,0.06   ,0.57
19920117   ,0.71   ,0.66   ,0.73   ,0.16   ,0.46   ,0.31
19920120   ,0.37   ,0.49   ,0.45   ,0.25   ,0.41   ,0.62
19920121  ,-0.33  ,-0.19  ,-0.25  ,-0.21   ,0.09   ,0.06
19920122   ,0.46   ,0.30   ,0.22   ,1.07   ,0.66   ,0.92
19920123  ,-0.50  ,-0.37  ,-0.19  ,-0.42  ,-0.67  ,-0.47
19920124  ,-0.03   ,0.18   ,0.15  ,-0.15  ,-0.41  ,-0.31
19920127  ,-0.93  ,-0.86  ,-0.46  ,-1.12  ,-0.86  ,-0.74
19920128   ,0.30   ,0.29   ,0.50   ,0.27   ,0.41   ,0.64
19920129  ,-0.18  ,-0.07  ,-0.12  ,-0.34  ,-0.36  ,-0.35
19920130  ,-0.30  ,-0.23  ,-0.20   ,0.31  ,-0.26  ,-0.36
19920131   ,0.94   ,0.82   ,0.69   ,0.83   ,0.77   ,0.94
19920203   ,0.62   ,0.44   ,0.41   ,0.12   ,0.11   ,0.30
19920204   ,0.48   ,0.56   ,0.53   ,0.35   ,0.35   ,0.21
19920205   ,0.56   ,0.61   ,0.47   ,0.29   ,0.01   ,0.35
19920206   ,0.57   ,0.54   ,0.57   ,0.17   ,0.26   ,0.39
19920207   ,0.29   ,0.44   ,0.35  ,-0.14  ,-0.01   ,0.15
19920210  ,-0.65  ,-0.60  ,-0.28  ,-0.68  ,-0.55  ,-0.66
19920211  ,-0.42  ,-0.34  ,-0.07  ,-0.39  ,-0.25  ,-0.24
19920212  ,-0.04  ,-0.31   ,0.05  ,-0.40  ,-0.53  ,-0.62
19920213  ,-0.58  ,-0.60  ,-0.44  ,-0.86  ,-0.67  ,-0.53
19920214  ,-0.64  ,-0.43  ,-0.18  ,-1.11  ,-0.85  ,-0.99
19920217   ,0.04   ,0.04  ,-0.02   ,0.29   ,0.37   ,0.49
19920218  ,-1.18  ,-0.87  ,-0.46  ,-1.57  ,-1.09  ,-0.75
19920219  ,-0.72  ,-0.36  ,-0.14  ,-0.49  ,-0.57  ,-0.36
19920220   ,0.38   ,0.28   ,0.46   ,0.64   ,0.56   ,0.62
19920221   ,0.08   ,0.03   ,0.05   ,0.31   ,0.30   ,0.28
19920224  ,-0.45  ,-0.15  ,-0.03  ,-0.12  ,-0.19  ,-0.30
19920225  ,-0.38  ,-0.18  ,-0.36  ,-0.01  ,-0.33  ,-0.44
19920226   ,0.77   ,0.36   ,0.49   ,1.37   ,0.77   ,0.49
19920227   ,0.50   ,0.47   ,0.43   ,0.11   ,0.17   ,0.36
19920228   ,0.12   ,0.11   ,0.10  ,-0.05  ,-0.02   ,0.17
19920302  ,-0.14  ,-0.01   ,0.06  ,-0.20  ,-0.02  ,-0.06
19920303  ,-0.70  ,-0.60  ,-0.39  ,-0.83  ,-0.71  ,-0.95
19920304  ,-0.61  ,-0.65  ,-0.34  ,-1.07  ,-0.68  ,-0.93
19920305  ,-0.64  ,-0.59  ,-0.64  ,-0.69  ,-0.72  ,-0.80
19920306  ,-0.26  ,-0.11  ,-0.41  ,-0.24  ,-0.23  ,-0.59
19920309  ,-0.32  ,-0.21  ,-0.03  ,-0.16  ,-0.11  ,-0.28
19920310   ,0.03  ,-0.07   ,0.08  ,-0.01  ,-0.15  ,-0.23
19920311  ,-0.58  ,-0.36  ,-0.29  ,-0.86  ,-0.82  ,-1.00
19920312  ,-0.60  ,-0.66  ,-0.67  ,-0.59  ,-0.64  ,-0.94
19920313  ,-0.02   ,0.15   ,0.10   ,0.09   ,0.19   ,0.21
19920316  ,-0.48  ,-0.44  ,-0.30  ,-0.46  ,-0.58  ,-0.53
19920317   ,0.32   ,0.47   ,0.42   ,0.60   ,0.37   ,0.73
19920318  ,-0.33   ,0.00   ,0.23  ,-0.54  ,-0.25   ,0.19
19920319  ,-0.43  ,-0.29  ,-0.08   ,0.23   ,0.31   ,0.65
19920320  ,-0.26  ,-0.21  ,-0.12  ,-0.19  ,-0.18  ,-0.09
19920323   ,0.04   ,0.03   ,0.05   ,0.06   ,0.14   ,0.03
19920324  ,-0.54  ,-0.50  ,-0.22  ,-0.34  ,-0.49  ,-0.36
19920325   ,0.09   ,0.37   ,0.32   ,0.40   ,0.48   ,0.55
19920326  ,-0.42  ,-0.37  ,-0.24  ,-0.35  ,-0.04  ,-0.20
19920327  ,-0.27   ,0.02  ,-0.09  ,-0.56  ,-0.29  ,-0.44
19920330  ,-0.69  ,-0.34  ,-0.35  ,-0.29  ,-0.04   ,0.05
19920331  ,-0.01   ,0.21   ,0.28  ,-0.16  ,-0.08  ,-0.16
19920401  ,-1.51  ,-1.35  ,-1.09  ,-1.65  ,-1.84  ,-1.90
19920402  ,-0.74  ,-0.55  ,-0.64  ,-1.18  ,-0.87  ,-0.63
19920403  ,-0.11  ,-0.06  ,-0.12   ,0.16   ,0.44   ,0.46
19920406   ,0.38   ,0.42   ,0.25   ,0.80   ,0.97   ,0.91
19920407  ,-1.23  ,-0.93  ,-0.84  ,-2.21  ,-1.65  ,-1.18
19920408  ,-1.50  ,-1.39  ,-1.41  ,-1.86  ,-1.85  ,-1.97
19920409   ,0.93   ,0.33   ,0.47   ,0.75   ,0.45   ,0.54
19920410   ,0.94   ,0.92   ,0.97   ,2.75   ,2.63   ,2.71
19920413   ,0.03  ,-0.05  ,-0.18  ,-0.04  ,-0.33  ,-0.50
19920414   ,0.70   ,0.56   ,0.77   ,1.60   ,1.25   ,1.18
19920415   ,0.45   ,0.36   ,0.54   ,0.74   ,1.07   ,1.20
19920416  ,-0.17   ,0.26   ,0.14  ,-0.22   ,0.19   ,0.43
19920417  ,-0.15  ,-0.12  ,-0.11  ,-0.42  ,-0.34  ,-0.33
19920420  ,-1.18  ,-0.89  ,-0.68  ,-1.82  ,-0.93  ,-0.96
19920421  ,-0.58  ,-0.30  ,-0.10  ,-0.43  ,-0.26  ,-0.09
19920422   ,0.06   ,0.09   ,0.22   ,0.04   ,0.23   ,0.31
19920423   ,0.19   ,0.02   ,0.33   ,0.78   ,0.83   ,0.85
19920424   ,0.36   ,0.45   ,0.52  ,-0.08   ,0.04   ,0.19
19920427  ,-0.01   ,0.32   ,0.08   ,0.41   ,0.32   ,0.23
19920428  ,-0.43  ,-0.20  ,-0.20  ,-0.02   ,0.08   ,0.07
19920429   ,0.47   ,0.42   ,0.37   ,0.40   ,0.31   ,0.43
19920430   ,1.00   ,0.62   ,0.59   ,0.43   ,0.45   ,0.15
19920501   ,0.52   ,0.59   ,0.46   ,0.01   ,0.12   ,0.10
19920504   ,0.39   ,0.16   ,0.30   ,0.55   ,0.36   ,0.36
19920505   ,0.10   ,0.26   ,0.33   ,0.21   ,0.06   ,0.05
19920506   ,0.75   ,0.57   ,0.62   ,0.91   ,0.98   ,1.07
19920507   ,0.20   ,0.40   ,0.48   ,0.65   ,0.56   ,0.79
19920508  ,-0.02  ,-0.01  ,-0.01  ,-0.11  ,-0.16  ,-0.20
19920511   ,0.74   ,0.77   ,0.77   ,0.75   ,0.89   ,0.64
19920512   ,0.91   ,0.94   ,0.75   ,0.46   ,0.49   ,0.75
19920513   ,0.29   ,0.39   ,0.37   ,0.38   ,0.44   ,0.31
19920514  ,-0.12  ,-0.01  ,-0.01  ,-0.57  ,-0.24  ,-0.30
19920515  ,-0.51  ,-0.68  ,-0.47  ,-1.45  ,-1.40  ,-1.37
19920518   ,0.84   ,0.75   ,0.58   ,1.62   ,1.44   ,1.46
19920519   ,0.21   ,0.25   ,0.31   ,0.74   ,0.77   ,0.54
19920520  ,-0.08  ,-0.23   ,0.10  ,-0.16   ,0.01  ,-0.11
19920521  ,-0.43  ,-0.47  ,-0.24  ,-0.71  ,-0.74  ,-0.63
19920522   ,0.10   ,0.06   ,0.20   ,0.00   ,0.07  ,-0.08
19920525   ,0.28   ,0.12   ,0.29   ,0.39   ,0.43   ,0.52
19920526  ,-0.19   ,0.06  ,-0.09  ,-0.79  ,-0.15  ,-0.60
19920527  ,-0.97  ,-0.97  ,-0.71  ,-0.82  ,-1.02  ,-1.01
19920528   ,0.09   ,0.36   ,0.20   ,1.05   ,0.37   ,0.39
19920529   ,1.06   ,1.02   ,0.99   ,1.15   ,1.11   ,1.78
19920601   ,0.13   ,0.04   ,0.03   ,0.06  ,-0.24  ,-0.27
19920602   ,0.03   ,0.09   ,0.16  ,-0.63  ,-0.12   ,0.11
19920603  ,-0.14  ,-0.13  ,-0.05  ,-0.29   ,0.02  ,-0.08
19920604  ,-0.07   ,0.03   ,0.10  ,-0.49  ,-0.26  ,-0.08
19920605   ,0.03   ,0.08   ,0.14  ,-0.07   ,0.14   ,0.02
19920608  ,-0.49  ,-0.53  ,-0.29  ,-0.50  ,-0.33  ,-0.45
19920609  ,-0.50  ,-0.49  ,-0.34  ,-0.34  ,-0.24  ,-0.44
19920610  ,-0.47  ,-0.33  ,-0.41  ,-0.41  ,-0.30  ,-0.39
19920611  ,-0.08   ,0.06  ,-0.11   ,0.33   ,0.41   ,0.10
19920612   ,0.12  ,-0.02   ,0.01  ,-0.11  ,-0.39  ,-0.31
19920615  ,-0.20  ,-0.28  ,-0.29  ,-0.51  ,-0.43  ,-0.68
19920616  ,-0.26  ,-0.07  ,-0.20  ,-0.12   ,0.17   ,0.34
19920617  ,-1.56  ,-1.26  ,-1.11  ,-1.59  ,-1.53  ,-1.87
19920618  ,-0.60  ,-0.58  ,-0.69  ,-0.74  ,-0.95  ,-0.89
19920619   ,0.18   ,0.14   ,0.21   ,0.89   ,0.68   ,0.83
19920622  ,-0.66  ,-0.48  ,-0.57  ,-0.62  ,-0.96  ,-0.96
19920623  ,-0.07  ,-0.10   ,0.04   ,0.36   ,0.31   ,0.23
19920624   ,0.11   ,0.06   ,0.10  ,-0.42   ,0.00   ,0.17
19920625   ,0.38   ,0.50   ,0.31   ,0.70   ,0.86   ,1.23
19920626  ,-0.10  ,-0.14  ,-0.13  ,-0.50  ,-0.47  ,-0.51
19920629   ,0.66   ,0.49   ,0.56   ,0.80   ,0.56   ,0.69
19920630   ,0.27   ,0.08   ,0.09   ,0.02  ,-0.02   ,0.07
19920701   ,0.18   ,0.34   ,0.28   ,1.38   ,0.73   ,0.82
19920702   ,0.17   ,0.46   ,0.49   ,0.80   ,0.75   ,0.59
19920703  ,-0.01   ,0.15  ,-0.04  ,-0.03   ,0.13  ,-0.03
19920706  ,-0.37  ,-0.09  ,-0.04   ,0.09  ,-0.08  ,-0.17
19920707  ,-0.31  ,-0.22  ,-0.02  ,-0.75  ,-0.16  ,-0.40
19920708  ,-0.49  ,-0.49  ,-0.36  ,-0.10  ,-0.23  ,-0.25
19920709  ,-0.31  ,-0.37  ,-0.40   ,0.38  ,-0.06   ,0.16
19920710   ,0.83   ,0.60   ,0.53   ,0.43   ,0.49   ,0.66
19920713   ,0.60   ,0.46   ,0.55   ,0.60   ,0.57   ,0.71
19920714  ,-0.08  ,-0.17  ,-0.23   ,0.01  ,-0.01  ,-0.20
19920715   ,0.47   ,0.31   ,0.38   ,0.24   ,0.28   ,0.09
19920716   ,0.09  ,-0.08  ,-0.17   ,0.04  ,-0.07  ,-0.29
19920717  ,-0.29  ,-0.16  ,-0.19  ,-0.62  ,-0.63  ,-0.91
19920720  ,-2.08  ,-1.83  ,-1.88  ,-2.19  ,-2.13  ,-2.61
19920721  ,-0.21  ,-0.21  ,-0.25   ,0.06   ,0.03   ,0.04
19920722  ,-1.23  ,-1.10  ,-0.91  ,-1.56  ,-1.30  ,-1.59
19920723   ,0.18  ,-0.06   ,0.02   ,0.78   ,0.67   ,0.67
19920724  ,-0.87  ,-0.78  ,-0.91  ,-1.33  ,-1.24  ,-1.33
19920727   ,0.18   ,0.23   ,0.29   ,0.18   ,0.10   ,0.10
19920728   ,0.35   ,0.23   ,0.13   ,0.99   ,0.73   ,1.04
19920729  ,-0.39  ,-0.44  ,-0.36   ,0.33   ,0.34  ,-0.04
19920730   ,0.24   ,0.19   ,0.12   ,0.66   ,0.65   ,0.49
19920731   ,0.52   ,0.47   ,0.45   ,0.69   ,0.53   ,0.57
19920803  ,-0.12   ,0.15   ,0.03   ,0.05  ,-0.13   ,0.01
19920804  ,-0.29  ,-0.32  ,-0.22  ,-0.29  ,-0.19  ,-0.15
19920805  ,-0.64  ,-0.62  ,-0.40  ,-0.17  ,-0.23  ,-0.24
19920806  ,-0.52  ,-0.44  ,-0.43  ,-0.16  ,-0.45  ,-0.51
19920807  ,-0.36  ,-0.33  ,-0.21  ,-0.45  ,-0.75  ,-0.73
19920810  ,-1.23  ,-1.02  ,-0.86  ,-0.98  ,-1.00  ,-1.19
19920811  ,-0.95  ,-0.87  ,-0.81  ,-0.86  ,-0.71  ,-0.84
19920812  ,-0.61  ,-0.68  ,-0.57  ,-0.31  ,-0.36  ,-0.61
19920813  ,-0.29  ,-0.17  ,-0.24   ,0.40   ,0.36   ,0.18
19920814  ,-0.01  ,-0.15  ,-0.14   ,0.57   ,0.44   ,0.37
19920817   ,0.23   ,0.28   ,0.34   ,0.61   ,0.56   ,0.52
19920818  ,-0.53  ,-0.43  ,-0.25  ,-0.74  ,-0.70  ,-1.11
19920819  ,-0.25  ,-0.30  ,-0.32   ,0.07   ,0.11  ,-0.28
19920820   ,0.38   ,0.26   ,0.18   ,1.24   ,0.73   ,0.92
19920821   ,1.00   ,1.11   ,0.90   ,2.36   ,1.70   ,1.96
19920824   ,0.75   ,1.06   ,0.79   ,1.06   ,0.60   ,0.41
19920825  ,-0.05  ,-0.18  ,-0.19  ,-0.99  ,-0.63  ,-0.60
19920826   ,0.12   ,0.06  ,-0.09   ,0.15   ,0.23   ,0.09
19920827   ,1.29   ,1.20   ,0.84   ,1.77   ,1.52   ,1.62
19920828   ,1.32   ,1.33   ,1.24   ,1.27   ,1.28   ,1.49
19920831   ,0.80   ,0.77   ,0.70   ,0.27   ,0.12  ,-0.04
19920901   ,0.46   ,0.31   ,0.24   ,0.21  ,-0.13  ,-0.31
19920902  ,-0.19  ,-0.25  ,-0.18  ,-0.33  ,-0.18  ,-0.11
19920903  ,-0.04  ,-0.36  ,-0.41   ,1.49   ,0.66   ,0.75
19920904   ,0.87   ,0.66   ,0.47   ,0.94   ,0.48   ,0.96
19920907  ,-0.10  ,-0.11  ,-0.06  ,-0.54  ,-0.18  ,-0.28
19920908  ,-0.17   ,0.01  ,-0.06  ,-0.56  ,-0.49  ,-0.38
19920909  ,-0.69  ,-0.59  ,-0.65   ,0.19  ,-0.14  ,-0.30
19920910   ,0.88   ,0.56   ,0.45   ,0.51   ,0.45   ,0.45
19920911  ,-1.22  ,-1.07  ,-1.20  ,-1.70  ,-1.59  ,-1.80
19920914   ,0.27  ,-0.05  ,-0.18   ,1.09   ,0.84   ,1.21
19920915  ,-0.51  ,-0.47  ,-0.41  ,-1.03  ,-0.91  ,-0.95
19920916  ,-2.05  ,-1.83  ,-1.78  ,-1.75  ,-1.57  ,-2.04
19920917   ,0.51   ,0.57   ,0.51   ,0.88   ,1.11   ,1.21
19920918  ,-0.31  ,-0.20  ,-0.09   ,0.29   ,0.31   ,0.15
19920921   ,0.44   ,0.26   ,0.40   ,0.05  ,-0.09   ,0.05
19920922   ,0.15   ,0.24   ,0.10   ,0.20   ,0.24   ,0.24
19920923  ,-0.02   ,0.23   ,0.11   ,0.24   ,0.27   ,0.03
19920924   ,0.35   ,0.20   ,0.17   ,0.59   ,0.43   ,0.04
19920925  ,-0.34  ,-0.05   ,0.07  ,-0.91  ,-0.29  ,-0.21
19920928   ,0.24   ,0.42   ,0.30  ,-0.41   ,0.10  ,-0.23
19920929   ,0.67   ,0.33   ,0.26   ,0.38   ,0.38   ,0.12
19920930   ,0.10   ,0.02   ,0.02  ,-0.85  ,-0.36  ,-0.35
19921001  ,-1.01  ,-0.86  ,-0.67  ,-0.57  ,-0.60  ,-0.41
19921002  ,-0.18  ,-0.03  ,-0.13  ,-0.55  ,-0.47  ,-0.44
19921005  ,-1.71  ,-1.27  ,-1.42  ,-1.71  ,-1.84  ,-1.80
19921006   ,0.08  ,-0.26  ,-0.29   ,0.29   ,0.20   ,0.22
19921007  ,-0.18  ,-0.12  ,-0.29  ,-0.25  ,-0.30  ,-0.33
19921008  ,-0.41  ,-0.66  ,-0.60   ,0.16  ,-0.45  ,-0.31
19921009  ,-0.26  ,-0.04   ,0.04  ,-0.57  ,-0.60  ,-0.34
19921012   ,0.82   ,0.61   ,0.49   ,1.18   ,1.10   ,1.24
19921013   ,0.31   ,0.25   ,0.17   ,0.75   ,0.59   ,0.49
19921014   ,0.08   ,0.28   ,0.16   ,0.06  ,-0.15  ,-0.04
19921015   ,0.16   ,0.15   ,0.15   ,0.21   ,0.29   ,0.34
19921016  ,-0.38  ,-0.29  ,-0.30  ,-0.24  ,-0.22  ,-0.44
19921019  ,-0.40  ,-0.49  ,-0.41  ,-0.37  ,-0.61  ,-0.80
19921020  ,-0.43  ,-0.68  ,-0.59  ,-0.31  ,-0.15  ,-0.12
19921021   ,0.20   ,0.14   ,0.30   ,0.40  ,-0.02   ,0.33
19921022   ,0.70   ,0.89   ,0.66   ,0.57   ,0.56   ,0.78
19921023  ,-0.06  ,-0.27  ,-0.30  ,-0.36  ,-0.06  ,-0.22
19921026  ,-0.45  ,-0.37  ,-0.10  ,-0.12  ,-0.38  ,-0.15
19921027   ,0.06   ,0.06   ,0.17   ,0.33   ,0.29   ,0.15
19921028  ,-0.06  ,-0.15  ,-0.23  ,-0.46  ,-0.45  ,-0.44
19921029   ,0.23   ,0.07  ,-0.12  ,-0.01  ,-0.10  ,-0.21
19921030  ,-0.51  ,-0.21  ,-0.02  ,-0.30  ,-0.50  ,-0.17
19921102  ,-0.45  ,-0.34  ,-0.41   ,0.33  ,-0.16  ,-0.04
19921103   ,0.43   ,0.40   ,0.59   ,0.23   ,0.37   ,0.54
19921104  ,-0.36  ,-0.36  ,-0.32  ,-0.23  ,-0.35  ,-0.30
19921105   ,0.37   ,0.15   ,0.05   ,0.29  ,-0.06  ,-0.09
19921106  ,-0.16  ,-0.27  ,-0.37  ,-0.41  ,-0.72  ,-0.75
19921109  ,-0.40  ,-0.53  ,-0.42  ,-0.81  ,-0.71  ,-0.64
19921110   ,0.19   ,0.09  ,-0.04   ,0.50   ,0.24   ,0.24
19921111   ,0.63   ,0.38   ,0.44   ,0.68   ,0.06   ,0.13
19921112   ,0.00  ,-0.09   ,0.13   ,0.35   ,0.36   ,0.57
19921113   ,0.51   ,0.24   ,0.39  ,-0.05   ,0.07  ,-0.01
19921116  ,-0.69  ,-0.75  ,-0.79  ,-1.02  ,-1.08  ,-1.16
19921117  ,-0.61  ,-0.30  ,-0.22  ,-0.49  ,-0.32  ,-0.33
19921118   ,1.12   ,0.79   ,0.22   ,1.81   ,1.40   ,1.23
19921119   ,0.56   ,0.47   ,0.25   ,0.44   ,0.49   ,0.26
19921120  ,-0.20  ,-0.11  ,-0.22   ,0.07  ,-0.19  ,-0.20
19921123   ,0.13   ,0.07   ,0.02  ,-0.19  ,-0.12  ,-0.19
19921124   ,0.35   ,0.42   ,0.28   ,0.48   ,0.34   ,0.53
19921125   ,0.62   ,0.64   ,0.60   ,0.50   ,0.62   ,0.71
19921126   ,0.12   ,0.13   ,0.13   ,0.05   ,0.18   ,0.32
19921127   ,0.13   ,0.14   ,0.17   ,0.21   ,0.09   ,0.15
19921130   ,0.53   ,0.51   ,0.52   ,0.47   ,0.57   ,0.81
19921201   ,0.45   ,0.36   ,0.51  ,-0.01   ,0.17  ,-0.04
19921202   ,0.02   ,0.10   ,0.08  ,-0.17  ,-0.33  ,-0.15
19921203  ,-0.07  ,-0.05  ,-0.25  ,-0.14  ,-0.11  ,-0.37
19921204   ,0.14  ,-0.07   ,0.00   ,0.05  ,-0.07   ,0.14
19921207   ,1.10   ,0.96   ,0.87   ,1.13   ,1.15   ,0.98
19921208   ,0.09   ,0.26   ,0.15   ,0.29   ,0.19   ,0.40
19921209  ,-0.49  ,-0.18  ,-0.17  ,-0.36  ,-0.30  ,-0.24
19921210  ,-0.37  ,-0.16  ,-0.09  ,-0.13   ,0.12   ,0.06
19921211   ,0.00  ,-0.03  ,-0.09  ,-0.30  ,-0.24  ,-0.29
19921214   ,0.03   ,0.17   ,0.14  ,-0.07   ,0.04  ,-0.10
19921215  ,-0.14  ,-0.29  ,-0.32  ,-0.02   ,0.16  ,-0.30
19921216   ,0.04   ,0.30   ,0.36   ,0.02   ,0.28   ,0.22
19921217   ,0.62   ,0.45   ,0.34   ,0.84   ,0.64   ,0.51
